Name,Blank_R,Blank_G,Blank_B,Blank_I,BR_R,BR_G,BR_B,BR_I,BO_R,BO_G,BO_B,BO_I,GR_R,GR_G,GR_B,GR_I,GO_R,GO_G,GO_B,GO_I
10,106.174,140.371,187.088,144.608,195.461,98.364,100.577,131.571,134.496,103.454,73.963,104.149,190.99,94.787,83.742,123.073,156.098,120.195,82.854,119.746
10,104.045,136.844,183.833,141.66,192.963,97.165,99.5,129.981,139.473,109.538,79.532,109.652,199.492,100.489,87.332,129.032,154.14,118.751,80.646,117.893
10,102.344,136.526,184.292,141.193,191.355,94.619,96.852,127.727,143.077,111.458,80.394,111.773,200.728,101.561,89.237,130.413,154.428,118.376,79.79,117.549
10,100.642,134.087,180.738,138.564,192.895,96.334,98.519,129.305,142.827,112.073,80.83,112.037,200.728,101.561,89.237,130.413,154.428,118.376,79.79,117.549
10,112.909,143.551,190.041,148.816,189.969,94.75,97.385,127.475,140.36,109.949,79.232,109.982,208.785,104.265,89.965,134.275,152.266,118.331,82.618,117.772
10,122.395,147.711,191.154,153.639,191.927,96.331,99.276,129.248,146.058,114.41,82.495,114.403,210.264,105.751,92.64,136.142,152.266,118.331,82.618,117.772
10,101.004,135.07,183.006,139.816,192.604,97.03,100.041,129.985,150.191,117.941,85.33,117.895,204.531,101.735,88.52,131.461,155.227,120.033,81.277,118.927
10,108.8,141.569,189.446,146.695,190.841,95.284,98.392,128.246,146.745,114.694,82.575,114.77,219.55,112.979,97.115,143.261,154.102,118.624,82.053,118.293
10,106.017,140.502,188.743,145.248,190.272,95.107,98.162,127.937,146.745,114.694,82.575,114.77,211.789,106.204,92.636,136.82,159.718,124.159,84.826,122.93
10,87.382,123.523,173.571,128.281,195.781,98.275,101.321,131.852,146.246,114.135,81.97,114.206,213.124,106.722,93.174,137.694,153.934,119.263,78.942,117.502
11,96.246,131.237,179.14,135.649,178.928,89.365,92.5,120.353,142.73,111.034,80.979,111.734,165.405,82.175,72.019,106.728,170.917,133.736,93.882,132.834
11,104.922,139.334,187.213,143.922,188.639,95.483,99.008,127.777,144.633,111.666,80.876,112.574,165.405,82.175,72.019,106.728,161.875,125.466,87.567,125.05
11,103.939,138.677,186.747,143.235,187.774,94.431,97.646,126.786,145.765,113.952,82.869,114.356,208.45,106.054,91.992,135.507,163.532,127.278,88.566,126.435
11,109.235,143.965,192.121,148.575,185.988,92.482,95.696,124.899,143.687,110.969,79.936,111.683,214.967,109.802,95.58,140.065,160.425,125.744,90.193,125.447
11,106.282,140.65,189.013,145.47,191.26,96.527,100.758,129.464,139.497,108.974,79.899,109.652,225.752,119.34,102.201,149.146,157.398,121.344,82.886,120.581
11,105.565,139.841,187.591,144.408,192.043,95.808,100.006,129.275,142.75,110.461,79.986,111.273,224.986,120.218,103.251,149.531,151.769,116.017,79.059,115.626
11,106.546,141.557,190.279,146.247,191.226,96.663,99.936,129.366,143.246,110.621,79.606,111.318,213.476,109.46,95.951,139.675,152.037,117.092,80.354,116.525
11,106.546,141.557,190.279,146.247,188.565,94.958,99.5,127.586,143.961,111.704,81.523,112.543,207.075,106.248,92.983,135.42,153.383,120.034,85.136,119.444
11,111.326,143.838,192.148,149.259,186.443,92.452,96.47,125.072,139.277,123.865,97.166,120.033,213.919,110.194,96.816,140.295,155.443,119.966,82.136,119.215
11,107.888,143.664,192.751,148.3,184.48,92.067,95.904,124.216,137.054,106.048,77.04,106.878,216.491,112.699,97.739,142.318,152.186,117.001,79.414,116.24
12,109.012,143.774,192.207,148.499,189.212,93.145,95.961,126.205,138.052,105.405,74.462,106.157,219.089,113.671,99.777,144.075,151.866,116.395,79.657,115.996
12,98.375,134.335,181.973,138.345,186.183,96.138,100.524,127.717,138.703,104.347,72.197,105.241,218.372,112.082,98.283,142.904,151.392,116.64,80.164,116.161
12,104.597,139.507,187.259,143.875,185.666,92.932,97.134,125.27,135.494,100.345,68.842,101.572,212.935,111.213,99.53,141.133,159.754,125.362,89.464,124.887
12,100.826,136.869,184.843,140.972,185.885,92.326,95.093,124.596,146.421,114.894,81.706,114.398,211.424,109.911,96.827,139.343,151.261,117.471,82.003,116.985
12,105.74,141.709,190.396,146.146,185.264,93.822,97.582,125.61,132.535,98.369,67.272,99.493,212.458,108.635,95.224,138.71,152.398,117.025,79.407,116.291
12,105.874,141.268,189.423,145.67,182.679,91.275,95.037,123.082,142.102,109.697,78.203,110.141,212.302,108.122,94.997,138.349,154.754,120.1,83.344,119.46
12,102.313,137.974,185.432,141.972,182.13,91.108,94.703,122.744,164.726,126.496,88.694,126.559,219.141,111.729,96.194,142.395,147.704,114.18,76.357,112.861
12,106.248,141.92,190.11,146.248,180.991,91.272,94.932,122.444,163.005,125.54,88.957,125.853,210.256,106.376,92.184,136.195,151.899,116.623,79.814,116.188
12,107.768,142.516,190.597,147.095,181.845,93.726,97.7,124.556,163.288,122.133,85.221,123.558,213.601,109.164,95.886,139.444,153.861,118.837,80.057,117.711
12,106.289,141.655,190.063,146.176,183.925,91.75,94.115,123.471,154.634,116.065,81.098,117.374,215.459,112.968,99.556,142.519,157.268,122.985,86.769,122.236
13,98.865,133.238,180.1,137.463,190.41,94.607,97.914,127.644,158.666,118.218,82.54,119.868,179.327,91.194,81.273,117.263,154.897,121.516,88.307,121.625
13,102.603,136.831,184.118,141.25,192.694,95.048,97.716,128.555,163.595,122.641,86.615,124.356,184.045,91.962,81.71,119.173,157.022,123.962,89.782,123.679
13,95.672,129.578,177.037,134.172,190.388,94.403,97.009,127.34,164.673,122.911,86.298,124.696,215.834,104.394,95.283,138.509,160.491,126.513,91.235,126.142
13,104.367,138.357,185.905,142.949,190.352,94.694,98.042,127.694,171.461,130.325,92.291,131.378,217.436,107.555,97.492,140.77,156.203,122.39,88.038,122.231
13,107.924,139.672,186.514,144.688,192.353,95.677,98.152,128.821,161.855,120.249,83.661,122.01,202.134,99.493,91.285,130.978,155.039,121.069,85.906,120.747
13,100.547,134.892,181.824,139.135,194.632,97.949,101.173,131.238,163.009,121.437,84.97,123.239,203.642,100.714,92.363,132.271,164.592,129.648,91.822,128.676
13,102.844,135.046,181.659,139.89,188.642,92.947,95.806,125.869,160.263,119.348,83.399,121.107,204.337,102.174,92.731,133.098,157.382,123.09,87.535,122.746
13,106.826,137.432,183.731,142.573,194.583,98.978,102.769,132.055,161.202,122.165,86.813,123.505,203.009,100.768,91.832,131.869,152.487,117.799,79.771,116.749
13,97.679,130.303,178.156,135.512,194.38,97.721,100.494,130.936,172.397,134.244,97.173,134.623,200.401,100.023,91.103,130.517,151.04,117.903,82.792,117.111
13,106.618,139.568,187.344,144.568,189.738,94.783,97.925,127.536,165.49,123.86,87.286,125.593,212.038,103.395,93.843,136.42,161.375,127.5,91.507,126.829
