Name,Blank_R,Blank_G,Blank_B,Blank_I,BR_R,BR_G,BR_B,BR_I,BO_R,BO_G,BO_B,BO_I,GR_R,GR_G,GR_B,GR_I,GO_R,GO_G,GO_B,GO_I
8,108.606,140.226,145.151,131.338,192.927,98.227,119.862,136.912,151.534,126.972,88.505,122.374,144.868,79.264,64.065,96.092,137.17,114.325,70.08,107.207
8,99.286,132.791,139.951,124.048,177.596,84.817,107.183,123.103,129.136,107.054,72.74,103.102,140.477,76.313,62.244,93.036,130.894,108.936,69.526,103.141
8,111.564,145.094,147.584,134.694,181.847,86.882,109.599,125.95,150.565,126.783,87.81,121.61,142.385,77.824,63.687,94.648,134.712,112.902,68.38,105.374
8,116.702,151.43,146.291,138.121,182.552,88.006,108.965,126.501,153.934,131.056,91.022,125.334,147.02,80.874,64.821,97.546,126.251,105.936,64.124,98.738
7,62.282,89.225,109.326,86.928,149.532,64.225,90.268,101.278,151.911,125.402,90.209,122.476,119.071,61.643,55.058,78.739,93.394,75.305,45.498,71.329
7,61.813,88.816,109.524,86.76,139.12,60.289,85.255,95.019,115.763,93.896,66.842,92.037,120.043,62.846,53.978,79.092,116.954,94.577,60.699,90.713
7,67.518,94.966,112.59,91.705,140.32,64.424,88.867,97.885,114.547,91.711,64.948,90.29,115.515,59.315,54.425,76.449,97.058,78.653,47.187,74.336
7,74.503,104.002,118.237,98.942,153.392,69.071,95.637,106.062,122.537,99.873,70.521,97.644,115.258,59.625,54.594,76.597,106.431,85.845,53.496,81.971
7,70.886,98.389,115.323,94.827,173.01,79.916,106.226,119.815,128.314,104.197,74.291,102.285,121.848,62.534,55.186,79.978,101.937,81.395,50.842,78.098
7,73.232,102.873,117.994,98.03,152.402,67.828,92.524,104.185,115.61,91.705,64.926,90.526,120.843,63.675,56.686,80.542,116.64,93.981,59.247,90.084
7,77.121,106.013,120.889,101.31,139.777,59.959,83.993,94.601,125.894,101.819,72.06,99.969,124.181,63.935,56.232,81.545,102.649,82.429,52.549,79.209
7,69.585,99.594,116.702,95.331,142.715,64.392,89.198,98.914,135.132,111.663,79.429,108.761,120.229,62.692,55.79,79.726,99.965,80.525,50.39,76.93
7,69.319,97.137,112.085,92.913,144.253,62.894,87.408,98.189,116.451,93.013,66.267,91.739,123.663,63.306,55.518,80.944,115.174,93.595,59.903,89.597
7,63.937,91.275,108.78,87.988,147.779,66.717,91.794,102.225,126.55,103.325,73.382,101.038,123.517,64.222,53.78,80.552,104.448,84.683,53.491,80.816
7,46.007,74.272,96.844,72.524,135.88,58.21,84.081,92.805,112.382,89.082,62.378,87.816,95.261,46.554,44.03,61.801,86.834,68.591,42.439,65.886
6,33.175,62.991,86.859,61.168,140.523,60.611,85.213,95.404,110.145,87.096,59.514,85.529,102.401,47.742,45.351,64.924,98.143,76.654,48.914,74.377
6,51.114,79.571,102.626,77.907,142.209,63.495,88.019,97.915,100.527,78.846,53.684,77.488,101.377,48.224,44.961,64.607,82.028,63.176,38.695,61.219
6,52.513,79.742,100.785,77.733,139.503,59.284,84.898,94.753,111.049,86.218,58.314,85.292,92.394,41.761,38.756,57.598,86.878,67.831,41.641,65.439
6,55.122,79.543,95.726,76.748,129.659,55.521,79.796,88.332,107.382,83.388,57.113,82.364,103.406,48.99,46.537,66.026,84.483,66.706,41.118,64.055
6,54.065,80.534,100.247,78.343,144.172,60.844,85.701,96.98,104.26,80.585,54.421,79.502,101.616,48.262,45.547,64.972,94.29,73.977,47.363,71.878
6,38.344,67.044,88.674,64.775,129.237,50.476,76.985,85.858,106.432,81.494,54.873,80.929,105.084,50.371,47.713,67.41,88.489,69.34,42.537,66.786
6,44.674,71.391,92.063,69.372,126.755,50.262,76.345,84.556,115.863,89.36,62.505,89.243,101.694,48.513,44.985,65.075,82.968,64.57,38.151,61.925
6,42.98,70.424,89.8,67.742,130.819,51.787,77.684,86.954,107.618,83.2,55.501,82.253,103.27,50.344,47.288,66.826,85.124,66.396,39.778,63.692
6,40.424,68.043,90.045,66.334,125.539,47.61,73.449,82.457,113.299,86.761,59.197,86.604,108.368,52.723,49.612,70.047,86.123,66.215,40.29,64.108
5,22.031,53.287,80.312,51.918,118.985,51.532,77.408,82.594,101.507,78.714,53.672,77.722,99.35,47.38,44.762,63.787,84.86,64.924,39.1,62.842
5,31.046,61.108,84.867,59.161,120.666,51.173,76.88,82.859,109.03,85.172,60.022,84.635,98.16,46.15,44.24,62.722,85.04,64.782,38.767,62.711
5,29.423,58.454,83.209,57.215,117.721,47.06,72.027,78.648,107.517,82.771,56.428,82.034,101.169,49.377,47.582,66.039,87.997,68.175,41.881,65.895
5,36.985,62.571,83.316,60.932,112.33,43.676,67.148,74.094,108.988,84.853,57.97,83.726,105.486,52.105,49.656,68.956,80.064,59.658,33.64,57.631
5,40.269,66.34,87.602,64.735,120.614,46.966,71.599,79.709,104.161,79.808,53.387,78.87,88.935,41.098,40.316,56.537,79.503,59.195,33.221,57.18
5,32.209,59.995,82.85,58.503,122.926,50.264,75.301,82.882,106.143,81.964,55.369,80.906,100.801,48.814,47.722,65.787,90.07,68.265,42.254,66.666
5,38.048,63.495,84.754,62.049,111.959,46.278,70.084,76.255,110.987,84.198,56.591,84.072,99.099,45.517,43.25,62.338,85.005,64.354,38.616,62.498
5,43.258,70.858,94.526,69.735,118.808,47.323,72.838,79.372,104.429,80.08,53.527,79.199,108.899,52.349,50.516,70.336,86.24,65.476,39.658,63.575
5,25.812,55.1,79.753,53.72,129.312,53.776,78.882,87.361,105.899,79.703,52.273,79.555,99.788,47.363,44.834,63.861,87.538,65.884,39.59,64.183
5,42.206,68.459,88.489,66.311,122.922,49.465,73.937,82.122,103.183,78.905,52.332,77.87,107.716,53.22,50.169,70.092,88.473,66.371,40.203,64.823
