Name,Blank_R,Blank_G,Blank_B,Blank_I,BR_R,BR_G,BR_B,BR_I,BO_R,BO_G,BO_B,BO_I,GR_R,GR_G,GR_B,GR_I,GO_R,GO_G,GO_B,GO_I
7,113.928,143.995,174.042,143.924,122.304,52.886,60.456,78.694,88.997,71.525,52.538,71.117,124.899,64.899,54.113,81.259,97.303,71.422,39.502,69.432
7,53.97,75.446,107.424,78.893,127.77,55.592,59.875,81.123,88.279,69.845,50.504,69.491,123.079,69.317,58.228,83.566,90.846,65.516,30.213,62.246
7,63.574,82.676,112.413,86.292,134.545,58.665,64.542,85.997,79.217,62.475,42.796,61.607,118.44,60.156,52.13,76.99,101.558,75.334,38.854,71.85
7,59.478,78.595,110.997,82.849,120.933,53.078,59.488,78.077,88.68,68.389,48.796,68.787,127.423,64.107,53.533,81.653,113.106,87.308,44.909,81.766
7,73.701,93.327,122.806,96.651,110.562,47.828,52.212,70.157,88.054,68.752,48.368,68.366,121.363,59.775,51.052,77.224,104.422,77.659,42.137,74.777
7,78.586,97.555,124.522,100.231,119.713,59.078,66.961,82.153,87.767,69.447,49.094,68.684,117.923,57.879,49.043,74.967,98.148,70.874,32.521,66.998
7,70.191,92.211,122.671,94.986,121.732,52.648,57.423,77.382,85.361,65.736,45.24,65.52,119.602,59.837,48.891,76.027,90.565,64.076,29.503,61.471
6,50.314,68.052,97.944,72.013,100.038,40.549,46.519,62.649,82.762,61.548,42.946,62.626,98.655,36.92,32.485,56.076,86.735,60.08,28.914,58.648
6,39.552,59.546,93.368,64.128,100.038,40.549,46.519,62.649,81.617,61.119,42.818,62.002,101.692,42.681,38.063,60.834,92.486,65.223,35.411,64.356
6,42.998,61.47,92.462,65.564,137.798,62.281,70.765,90.232,83.979,62.655,44.06,63.71,99.514,40.556,35.693,58.635,83.656,56.218,25.408,55.089
6,54.21,72.29,101.734,76.012,105.221,42.39,48.017,65.013,81.556,60.627,43.029,61.735,112.689,49.035,43.808,68.592,83.774,58.398,27.364,56.459
6,51.745,71.117,102.281,74.993,126.903,53.912,60.732,80.702,91.309,69.223,49.149,69.994,173.226,76.485,56.997,102.292,85.2,59.346,28.29,57.6
6,50.055,67.217,95.933,71.121,103.023,41.542,48.546,64.66,81.018,60.058,42.418,61.175,103.816,41.523,36.174,60.679,96.715,69.647,39.105,68.425
6,54.869,73.279,103.139,77.023,120.573,49.993,57.626,76.064,82.114,61.359,42.93,62.344,103.704,41.779,35.569,60.505,86.646,60.725,31.373,59.596
6,64.597,82.461,114.909,87.373,120.067,54.016,61.082,78.44,84.447,63.829,44.977,64.664,106.257,42.724,36.455,61.867,88.558,62.131,29.286,60.061
6,85.464,105.253,130.294,106.909,112.102,46.995,54.027,70.988,83.073,61.622,42.76,62.677,106.24,44.855,38.57,63.5,93.107,66.189,33.955,64.452
6,49.764,68.641,98.491,72.311,125.088,53.549,61.408,79.913,84.743,64.49,45.735,65.183,104.491,42.067,36.754,61.333,99.739,78.464,28.229,68.849
5,40.823,57.987,88.209,62.273,117.88,47.927,55.906,73.949,80.117,59.317,41.667,60.361,96.665,35.344,31.437,54.372,82.869,57.701,25.603,55.497
5,58.074,74.731,103.384,78.654,111.426,44.842,51.743,69.548,71.824,51.786,34.859,52.786,96.665,35.344,31.437,54.372,79.704,55.56,23.286,52.92
5,37.218,55.29,86.109,59.536,109.081,44.844,53.024,69.206,78.776,59.03,40.668,59.696,102.828,41.586,37.778,60.546,83.636,55.773,25.557,55.12
5,37.218,55.29,86.109,59.536,128.039,54.663,61.959,81.735,69.938,49.663,30.574,50.139,92.81,34.251,31.408,52.985,82.546,55.548,25.337,54.458
5,55.75,72.017,97.128,74.931,123.698,52.037,59.442,78.415,77.659,56.883,38.527,57.864,91.481,35.974,32.513,53.135,80.432,53.137,23.173,52.221
5,42.896,60.384,89.625,64.307,97.153,39.247,42.937,59.903,76.655,55.544,37.491,56.681,91.481,35.974,32.513,53.135,88.992,61.354,27.267,59.327
5,37.672,57.719,91.409,62.249,129.498,54.05,61.419,81.566,88.688,68.789,50.802,69.482,91.714,35.897,32.507,53.143,83.025,54.755,24.344,54.187
5,40.293,59.391,91.103,63.516,126.975,55.297,63.522,82.025,76.535,53.994,35.645,55.564,98.826,38.768,33.825,57.16,75.147,46.264,15.927,46.033
5,36.89,53.992,83.938,58.273,126.51,54.153,62.528,80.913,79.327,56.712,38.645,58.349,103.046,44.618,39.65,62.51,83.567,55.98,25.02,55.015
5,35.5,53.173,82.927,57.239,110.4,44.297,52.174,68.944,77.783,55.912,37.705,57.224,99.819,37.682,34.662,57.169,84.37,57.329,26.675,56.103
