Name,Blank_R,Blank_G,Blank_B,Blank_I,BR_R,BR_G,BR_B,BR_I,BO_R,BO_G,BO_B,BO_I,GR_R,GR_G,GR_B,GR_I,GO_R,GO_G,GO_B,GO_I
11,38.384,64.557,86.196,63.123,135.013,51.563,77.03,87.973,103.416,78.442,51.096,77.844,89.664,35.552,32.692,52.375,93.369,71.214,43.316,69.188
12,42.317,66.925,86.438,65.137,123.496,43.01,69.012,78.609,95.999,73.995,49.677,72.942,89.953,36.654,33.468,53.199,91.452,68.887,39.678,66.559
12,44.193,68.414,87.342,66.495,126.168,46.61,71.865,81.625,105.941,80.249,52.411,79.677,87.59,34.312,31.308,50.851,88.464,66.659,39.297,64.74
12,40.257,64.565,84.349,63.033,123.553,47.739,72.489,81.38,104.942,78.372,49.659,77.438,87.326,33.52,30.399,50.142,90.631,67.904,39.789,66.14
12,41.959,65.027,83.721,63.507,115.762,45.386,70.04,76.865,101.535,75.697,46.3,74.244,87.701,36.274,32.933,52.303,97.521,73.672,43.946,71.724
12,39.386,62.814,81.929,61.297,112,41.57,66.026,72.991,105.454,79.637,51.991,79.204,90.261,37.705,33.698,53.769,98.419,74.698,44.654,72.609
12,62.417,84.089,100.076,82.252,120.695,41.19,67.074,76.496,104.653,77.678,48.45,76.676,88.124,37.292,33.731,53.037,94.957,71.638,42.975,69.842
12,56.603,76.56,92.456,75.218,120.522,44.458,70.305,78.46,105.651,79.356,50.159,78.085,85.316,35.341,32.088,50.875,89.619,67.667,39.517,65.566
12,44.23,69.23,87.913,67.032,124.557,46.646,71.269,80.957,106.541,80.878,53.002,80.281,87.714,37.107,33.615,52.786,90.603,68.276,40.108,66.328
12,44.056,67.832,85.281,65.528,126.874,45.864,70.943,81.136,109.641,82.838,53.552,81.786,85.381,33.892,30.564,49.924,88.723,66.604,38.952,64.81
12,62.095,83.798,100.129,81.985,127.904,47.551,73.051,82.865,116.092,89.184,61.074,88.64,88.192,34.333,30.054,50.855,99.157,75.124,44.612,72.91
13,45.656,68.84,87.341,67.117,144.719,62.657,86.429,98.035,123.331,90.844,61.038,91.937,90.892,38.123,34.4,54.281,84.388,63.762,36.996,61.54
13,39.546,61.794,83.387,61.553,127.988,47.562,72.854,82.851,89.675,66.214,41.235,65.495,88.135,35.245,31.413,51.596,88.96,67.202,40.009,65.221
13,36.426,60.988,81.274,59.478,117.514,42.086,67.603,75.793,101.918,80.514,56.259,79.273,94.035,40.028,36.085,56.687,90.446,67.908,40.27,66.211
13,40.531,64.285,84.238,62.986,119.151,45.596,70.374,78.374,110.891,85.35,59.518,85.149,89.876,36.75,34.044,53.354,89.7,68.497,41.776,66.509
13,40.531,65.592,86.778,64.297,124.917,50.753,75.634,83.751,108.695,82.559,55.535,82.496,91.596,38.86,35.308,55.171,85.466,64.807,38.694,62.869
13,60.254,81.277,99.791,80.367,117.101,43.233,67.68,75.939,104.446,78.719,51.1,78.284,84.18,32.762,29.678,48.857,84.8,64.083,37.951,62.113
13,35.882,61.32,84.1,60.531,113.439,37.286,63.798,71.605,99.267,75.098,49.649,74.505,85.934,35.011,31.162,50.763,90.625,68.544,41.68,66.819
13,35.848,59.634,80.013,58.49,126.25,48.201,73.439,82.837,104.371,79.906,52.463,79.138,88.35,36.489,33.156,52.588,89.423,67.309,39.329,65.332
13,30.652,54.799,76.374,53.933,121.787,45.846,71.763,79.803,102.62,78.335,51.682,77.481,86.98,35.597,31.918,51.492,90.191,68.328,41.294,66.441
13,41.976,66.889,87.421,65.375,129.645,51.158,76.451,85.93,102.435,76.776,49.832,76.597,87.069,34.485,30.495,50.686,88.634,66.563,38.798,64.657
